-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
23.5,114.375,2025,1,13,0.0
23.5,115.0,2025,1,13,0.0
23.5,115.625,2025,1,13,0.0
21.0,113.125,2025,1,14,0.27
21.0,113.75,2025,1,14,0.0
21.0,114.375,2025,1,14,0.77
21.0,115.0,2025,1,14,4.5
21.0,115.625,2025,1,14,5.96
21.5,113.125,2025,1,14,0.2
21.5,113.75,2025,1,14,0.0
21.5,114.375,2025,1,14,0.69
21.5,115.0,2025,1,14,3.56
21.5,115.625,2025,1,14,4.98
22.0,113.125,2025,1,14,0.05
22.0,113.75,2025,1,14,0.0
22.0,114.375,2025,1,14,0.47
22.0,115.0,2025,1,14,2.25
22.0,115.625,2025,1,14,3.36
22.5,113.125,2025,1,14,0.01
22.5,113.75,2025,1,14,0.0
22.5,114.375,2025,1,14,0.21
22.5,115.0,2025,1,14,0.85
22.5,115.625,2025,1,14,0.85
23.0,113.125,2025,1,14,0.01
23.0,113.75,2025,1,14,0.0
23.0,114.375,2025,1,14,0.04
23.0,115.0,2025,1,14,0.07
23.0,115.625,2025,1,14,0.14
23.5,113.125,2025,1,14,0.02
23.5,113.75,2025,1,14,0.0
23.5,114.375,2025,1,14,0.0
23.5,115.0,2025,1,14,0.0
23.5,115.625,2025,1,14,0.0
21.0,113.125,2025,1,15,0.05
21.0,113.75,2025,1,15,0.0
21.0,114.375,2025,1,15,0.53
21.0,115.0,2025,1,15,2.56
21.0,115.625,2025,1,15,3.04
21.5,113.125,2025,1,15,0.03
21.5,113.75,2025,1,15,0.0
21.5,114.375,2025,1,15,0.32
21.5,115.0,2025,1,15,1.64
21.5,115.625,2025,1,15,2.29
22.0,113.125,2025,1,15,0.01
22.0,113.75,2025,1,15,0.0
22.0,114.375,2025,1,15,0.2
22.0,115.0,2025,1,15,0.91
22.0,115.625,2025,1,15,1.05
22.5,113.125,2025,1,15,0.0
22.5,113.75,2025,1,15,0.0
22.5,114.375,2025,1,15,0.13
22.5,115.0,2025,1,15,0.54
22.5,115.625,2025,1,15,0.65
23.0,113.125,2025,1,15,0.0
23.0,113.75,2025,1,15,0.0
23.0,114.375,2025,1,15,0.04
23.0,115.0,2025,1,15,0.06
23.0,115.625,2025,1,15,0.1
23.5,113.125,2025,1,15,0.0
23.5,113.75,2025,1,15,0.0
23.5,114.375,2025,1,15,0.0
23.5,115.0,2025,1,15,0.0
23.5,115.625,2025,1,15,0.0
21.0,113.125,2025,1,16,0.0
21.0,113.75,2025,1,16,0.0
21.0,114.375,2025,1,16,0.0
21.0,115.0,2025,1,16,0.0
21.0,115.625,2025,1,16,0.0
21.5,113.125,2025,1,16,0.0
21.5,113.75,2025,1,16,0.0
21.5,114.375,2025,1,16,0.0
21.5,115.0,2025,1,16,0.0
21.5,115.625,2025,1,16,0.0
22.0,113.125,2025,1,16,0.0
22.0,113.75,2025,1,16,0.0
22.0,114.375,2025,1,16,0.0
22.0,115.0,2025,1,16,0.0
22.0,115.625,2025,1,16,0.0
22.5,113.125,2025,1,16,0.01
22.5,113.75,2025,1,16,0.0
22.5,114.375,2025,1,16,0.0
22.5,115.0,2025,1,16,0.0
22.5,115.625,2025,1,16,0.0
23.0,113.125,2025,1,16,0.0
23.0,113.75,2025,1,16,0.0
23.0,114.375,2025,1,16,0.0
23.0,115.0,2025,1,16,0.0
23.0,115.625,2025,1,16,0.0
23.5,113.125,2025,1,16,0.01
23.5,113.75,2025,1,16,0.0
23.5,114.375,2025,1,16,0.0
23.5,115.0,2025,1,16,0.0
23.5,115.625,2025,1,16,0.0
21.0,113.125,2025,1,17,0.0
21.0,113.75,2025,1,17,0.0
21.0,114.375,2025,1,17,0.01
21.0,115.0,2025,1,17,0.08
21.0,115.625,2025,1,17,0.15
21.5,113.125,2025,1,17,0.0
21.5,113.75,2025,1,17,0.0
21.5,114.375,2025,1,17,0.0
21.5,115.0,2025,1,17,0.02
21.5,115.625,2025,1,17,0.04
22.0,113.125,2025,1,17,0.0
22.0,113.75,2025,1,17,0.0
22.0,114.375,2025,1,17,0.0
22.0,115.0,2025,1,17,0.0
22.0,115.625,2025,1,17,0.0
22.5,113.125,2025,1,17,0.0
22.5,113.75,2025,1,17,0.0
22.5,114.375,2025,1,17,0.0
22.5,115.0,2025,1,17,0.0
22.5,115.625,2025,1,17,0.0
23.0,113.125,2025,1,17,0.0
23.0,113.75,2025,1,17,0.0
23.0,114.375,2025,1,17,0.0
23.0,115.0,2025,1,17,0.0
23.0,115.625,2025,1,17,0.0
23.5,113.125,2025,1,17,0.0
23.5,113.75,2025,1,17,0.0
23.5,114.375,2025,1,17,0.0
23.5,115.0,2025,1,17,0.0
23.5,115.625,2025,1,17,0.0
21.0,113.125,2025,1,18,0.0
21.0,113.75,2025,1,18,0.0
21.0,114.375,2025,1,18,0.06
21.0,115.0,2025,1,18,0.7
21.0,115.625,2025,1,18,1.06
21.5,113.125,2025,1,18,0.0
21.5,113.75,2025,1,18,0.0
21.5,114.375,2025,1,18,0.02
21.5,115.0,2025,1,18,0.22
21.5,115.625,2025,1,18,0.51
22.0,113.125,2025,1,18,0.0
22.0,113.75,2025,1,18,0.0
22.0,114.375,2025,1,18,0.0
22.0,115.0,2025,1,18,0.04
22.0,115.625,2025,1,18,0.09
22.5,113.125,2025,1,18,0.0
22.5,113.75,2025,1,18,0.0
22.5,114.375,2025,1,18,0.0
22.5,115.0,2025,1,18,0.0
22.5,115.625,2025,1,18,0.01
23.0,113.125,2025,1,18,0.0
23.0,113.75,2025,1,18,0.0
23.0,114.375,2025,1,18,0.0
23.0,115.0,2025,1,18,0.0
23.0,115.625,2025,1,18,0.0
23.5,113.125,2025,1,18,0.0
23.5,113.75,2025,1,18,0.0
23.5,114.375,2025,1,18,0.0
23.5,115.0,2025,1,18,0.0
23.5,115.625,2025,1,18,0.0
21.0,113.125,2025,1,19,0.0
21.0,113.75,2025,1,19,0.0
21.0,114.375,2025,1,19,0.01
21.0,115.0,2025,1,19,0.06
21.0,115.625,2025,1,19,0.1
21.5,113.125,2025,1,19,0.0
21.5,113.75,2025,1,19,0.0
21.5,114.375,2025,1,19,0.0
21.5,115.0,2025,1,19,0.01
21.5,115.625,2025,1,19,0.02
22.0,113.125,2025,1,19,0.0
22.0,113.75,2025,1,19,0.0
22.0,114.375,2025,1,19,0.0
22.0,115.0,2025,1,19,0.0
22.0,115.625,2025,1,19,0.0
22.5,113.125,2025,1,19,0.0
22.5,113.75,2025,1,19,0.0
22.5,114.375,2025,1,19,0.0
22.5,115.0,2025,1,19,0.0
22.5,115.625,2025,1,19,0.0
23.0,113.125,2025,1,19,0.0
23.0,113.75,2025,1,19,0.0
23.0,114.375,2025,1,19,0.0
23.0,115.0,2025,1,19,0.0
23.0,115.625,2025,1,19,0.0
23.5,113.125,2025,1,19,0.0
23.5,113.75,2025,1,19,0.0
23.5,114.375,2025,1,19,0.0
23.5,115.0,2025,1,19,0.0
23.5,115.625,2025,1,19,0.0
21.0,113.125,2025,1,20,0.0
21.0,113.75,2025,1,20,0.0
21.0,114.375,2025,1,20,0.0
21.0,115.0,2025,1,20,0.01
21.0,115.625,2025,1,20,0.03
21.5,113.125,2025,1,20,0.0
21.5,113.75,2025,1,20,0.0
21.5,114.375,2025,1,20,0.0
21.5,115.0,2025,1,20,0.0
21.5,115.625,2025,1,20,0.0
22.0,113.125,2025,1,20,0.0
22.0,113.75,2025,1,20,0.0
22.0,114.375,2025,1,20,0.0
22.0,115.0,2025,1,20,0.0
22.0,115.625,2025,1,20,0.0
22.5,113.125,2025,1,20,0.0
22.5,113.75,2025,1,20,0.0
22.5,114.375,2025,1,20,0.0
22.5,115.0,2025,1,20,0.0
22.5,115.625,2025,1,20,0.0
23.0,113.125,2025,1,20,0.0
23.0,113.75,2025,1,20,0.0
23.0,114.375,2025,1,20,0.0
23.0,115.0,2025,1,20,0.0
23.0,115.625,2025,1,20,0.0
23.5,113.125,2025,1,20,0.0
23.5,113.75,2025,1,20,0.0
23.5,114.375,2025,1,20,0.0
23.5,115.0,2025,1,20,0.0
23.5,115.625,2025,1,20,0.0
21.0,113.125,2025,1,21,0.66
21.0,113.75,2025,1,21,0.9
21.0,114.375,2025,1,21,1.56
21.0,115.0,2025,1,21,1.44
21.0,115.625,2025,1,21,1.32
21.5,113.125,2025,1,21,0.21
21.5,113.75,2025,1,21,0.31
21.5,114.375,2025,1,21,0.82
21.5,115.0,2025,1,21,0.94
21.5,115.625,2025,1,21,0.6
22.0,113.125,2025,1,21,0.12
22.0,113.75,2025,1,21,0.24
22.0,114.375,2025,1,21,0.5
22.0,115.0,2025,1,21,0.58
22.0,115.625,2025,1,21,0.19
22.5,113.125,2025,1,21,0.04
22.5,113.75,2025,1,21,0.02
22.5,114.375,2025,1,21,0.38
22.5,115.0,2025,1,21,0.45
22.5,115.625,2025,1,21,0.49
23.0,113.125,2025,1,21,0.0
23.0,113.75,2025,1,21,0.02
23.0,114.375,2025,1,21,0.13
23.0,115.0,2025,1,21,0.06
23.0,115.625,2025,1,21,0.06
23.5,113.125,2025,1,21,0.0
23.5,113.75,2025,1,21,0.0
23.5,114.375,2025,1,21,0.0
23.5,115.0,2025,1,21,0.02
23.5,115.625,2025,1,21,0.01
21.0,113.125,2025,1,22,2.77
21.0,113.75,2025,1,22,3.53
21.0,114.375,2025,1,22,5.27
21.0,115.0,2025,1,22,2.27
21.0,115.625,2025,1,22,1.42
21.5,113.125,2025,1,22,2.02
21.5,113.75,2025,1,22,2.24
21.5,114.375,2025,1,22,2.65
21.5,115.0,2025,1,22,1.9
21.5,115.625,2025,1,22,0.94
22.0,113.125,2025,1,22,3.06
22.0,113.75,2025,1,22,3.47
22.0,114.375,2025,1,22,2.82
22.0,115.0,2025,1,22,1.35
22.0,115.625,2025,1,22,0.44
22.5,113.125,2025,1,22,1.52
22.5,113.75,2025,1,22,0.78
22.5,114.375,2025,1,22,2.62
22.5,115.0,2025,1,22,1.91
22.5,115.625,2025,1,22,1.99
23.0,113.125,2025,1,22,0.19
23.0,113.75,2025,1,22,0.35
23.0,114.375,2025,1,22,1.44
23.0,115.0,2025,1,22,1.51
23.0,115.625,2025,1,22,1.34
23.5,113.125,2025,1,22,0.04
23.5,113.75,2025,1,22,0.06
23.5,114.375,2025,1,22,0.59
23.5,115.0,2025,1,22,1.08
23.5,115.625,2025,1,22,1.02
21.0,113.125,2025,1,23,1.71
21.0,113.75,2025,1,23,1.86
21.0,114.375,2025,1,23,1.75
21.0,115.0,2025,1,23,0.75
21.0,115.625,2025,1,23,0.32
21.5,113.125,2025,1,23,1.19
21.5,113.75,2025,1,23,1.24
21.5,114.375,2025,1,23,0.64
21.5,115.0,2025,1,23,0.27
21.5,115.625,2025,1,23,0.06
22.0,113.125,2025,1,23,2.14
22.0,113.75,2025,1,23,2.01
22.0,114.375,2025,1,23,1.24
22.0,115.0,2025,1,23,0.19
22.0,115.625,2025,1,23,0.02
22.5,113.125,2025,1,23,2.68
22.5,113.75,2025,1,23,2.94
22.5,114.375,2025,1,23,1.94
22.5,115.0,2025,1,23,0.6
22.5,115.625,2025,1,23,0.3
23.0,113.125,2025,1,23,1.5
23.0,113.75,2025,1,23,1.37
23.0,114.375,2025,1,23,2.14
23.0,115.0,2025,1,23,1.78
23.0,115.625,2025,1,23,1.47
23.5,113.125,2025,1,23,1.07
23.5,113.75,2025,1,23,0.94
23.5,114.375,2025,1,23,1.24
23.5,115.0,2025,1,23,0.79
23.5,115.625,2025,1,23,0.71
21.0,113.125,2025,1,24,1.0
21.0,113.75,2025,1,24,0.91
21.0,114.375,2025,1,24,0.5
21.0,115.0,2025,1,24,0.18
21.0,115.625,2025,1,24,0.1
21.5,113.125,2025,1,24,0.67
21.5,113.75,2025,1,24,0.45
21.5,114.375,2025,1,24,0.16
21.5,115.0,2025,1,24,0.07
21.5,115.625,2025,1,24,0.03
22.0,113.125,2025,1,24,0.54
22.0,113.75,2025,1,24,0.29
22.0,114.375,2025,1,24,0.09
22.0,115.0,2025,1,24,0.02
22.0,115.625,2025,1,24,0.0
22.5,113.125,2025,1,24,0.83
22.5,113.75,2025,1,24,1.02
22.5,114.375,2025,1,24,0.34
22.5,115.0,2025,1,24,0.14
22.5,115.625,2025,1,24,0.05
23.0,113.125,2025,1,24,0.98
23.0,113.75,2025,1,24,0.92
23.0,114.375,2025,1,24,1.01
